Index,Preferred_scientific_name,International_common_name,Plant_pest,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL
487,Leucaena leucocephala, leucaena, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/31634
488,Leucanthemum vulgare, oxeye daisy, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13357
489,Leucophyllum frutescens, Texas barometer bush, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/30466
490,Ligustrum lucidum, broad-leaf privet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/30751
491,Ligustrum obtusifolium, border privet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/30755
492,Ligustrum sinense, Chinese privet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/30763
493,Ligustrum vulgare, common privet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/30764
494,Linaria dalmatica, dalmatian toadflax, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/30827
495,Linaria vulgaris, common toadflax, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/30828
496,Lindernia crustacea, Malaysian false pimpernel, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/30864
497,Lonicera japonica, Japanese honeysuckle, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Dipsacales, Caprifoliaceae, https://www.cabi.org/isc/datasheet/31191
498,Lonicera maackii, Amur honeysuckle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Dipsacales, Caprifoliaceae, https://www.cabi.org/isc/datasheet/31192
499,Lonicera morrowii, Morrow’s honeysuckle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Dipsacales, Caprifoliaceae, https://www.cabi.org/isc/datasheet/31193
500,Ludwigia grandiflora, water primrose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Onagraceae, https://www.cabi.org/isc/datasheet/109148
501,Ludwigia octovalvis, primrose willow, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Onagraceae, https://www.cabi.org/isc/datasheet/31671
502,Ludwigia palustris, marsh seedbox, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Onagraceae, https://www.cabi.org/isc/datasheet/120287
503,Ludwigia peploides, water primrose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Onagraceae, https://www.cabi.org/isc/datasheet/31673
504,Luffa acutangula, angled luffa, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Cucurbitaceae, https://www.cabi.org/isc/datasheet/31692
505,Lupinus angustifolius, narrow-leaf lupin, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/31706
506,Lupinus plattensis, Nebraska lupine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/121881
507,Lupinus polyphyllus, garden lupin, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/31710
508,Lycium ferocissimum, African boxthorn, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/31903
509,Lythrum maritimum, pukamole, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/119069
510,Lythrum salicaria, purple loosestrife, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/31890
511,Macaranga tanarius, parasol leaf tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/32763
512,Macroptilium atropurpureum, siratro, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/110272
513,Mahonia aquifolium, Oregongrape, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Berberidaceae, https://www.cabi.org/isc/datasheet/32269
514,Malva pusilla, round-leaved mallow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/115483
515,Malvaviscus arboreus, wax mallow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/32383
516,Malvaviscus penduliflorus, Turk's cap mallow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/86508374
517,Mangifera indica, mango, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Anacardiaceae, https://www.cabi.org/isc/datasheet/34505
518,Manilkara zapota, sapodilla, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ebenales, Sapotaceae, https://www.cabi.org/isc/datasheet/34560
519,Marrubium vulgare, horehound, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/119607
520,Medicago lupulina, black medick, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/33034
521,Medicago polymorpha, bur clover, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/33031
522,Melaleuca quinquenervia, paperbark tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/34348
523,Melastoma malabathricum, Banks melastoma, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/33489
524,Melia azedarach, Chinaberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rutales, Meliaceae, https://www.cabi.org/isc/datasheet/33144
525,Melicoccus bijugatus, Spanish lime, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Sapindaceae, https://www.cabi.org/isc/datasheet/33184
526,Melilotus albus, honey clover, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/33693
527,Melilotus officinalis, yellow sweet clover, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/33697
528,Mentha pulegium, pennyroyal, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/115572
529,Merremia aegyptia, hairy woodrose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/119828
530,Merremia cissoides, roadside woodrose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/119829
531,Merremia tuberosa, woodrose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/115577
532,Merremia umbellata, hogvine, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Convolvulaceae, https://www.cabi.org/isc/datasheet/33477
533,Mesembryanthemum crystallinum, crystalline iceplant, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Aizoaceae, https://www.cabi.org/isc/datasheet/115578
534,Mesosphaerum pectinatum, comb bushmint, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/28345
535,Miconia calvescens, miconia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/33990
536,Mikania micrantha, bitter vine, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/34095
537,Mikania scandens, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/34096
538,Mimosa diplotricha, creeping sensitive plant, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/34196
539,Mimosa pigra, giant sensitive plant, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/34199
540,Cupressus arizonica, Arizona cypress, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Cupressaceae, https://www.cabi.org/isc/datasheet/17083
541,Cupressus sempervirens, Mediterranean cypress, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Cupressaceae, https://www.cabi.org/isc/datasheet/17105
542,Pinus caribaea, Caribbean pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41573
543,Pinus contorta, lodgepole pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41577
544,Pinus elliottii, slash pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41600
545,Pinus halepensis, Aleppo pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41617
546,Pinus patula, Mexican weeping pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41682
547,Pinus pinaster, maritime pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41688
548,Pinus radiata, radiata pine, No, Eukaryota, Plantae, Spermatophyta, Pinopsida, , Pinaceae, https://www.cabi.org/isc/datasheet/41699
549,Adonidia merrillii, Christmas palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/56193
550,Aegilops cylindrica, , No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/108330
551,Agave americana, century plant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/3851
552,Agave sisalana, sisal hemp, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/3855
553,Agave vivipara, Caribbean agave, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/119789
554,Agropyron cristatum, crested wheatgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/3723
555,Agrostis avenacea, Pacific bent grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/95130
556,Agrostis capillaris, common bent, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/3830
557,Aira caryophyllea, silver hairgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112070
558,Allium vineale, crow garlic, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/4255
559,Alocasia cucullata, Chinese taro, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/37019438
560,Alocasia macrorrhizos, giant taro, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/4220
561,Aloe vera, true aloe, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Aloaceae, https://www.cabi.org/isc/datasheet/4192
562,Alopecurus myosuroides, black-grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4360
563,Alopecurus pratensis, meadow foxtail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4361
564,Alpinia purpurata, red ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/4377
565,Alpinia zerumbet, shell ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/109799
566,Ammophila arenaria, marram grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4898
567,Andropogon glomeratus, bushy bluestem, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/118977
568,Andropogon virginicus, broomsedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/5286
569,Anthoxanthum odoratum, sweet vernal grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/93023
570,Aristida ternipes, spidergrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119794
571,Arrhenatherum elatius, false oat-grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/7065
572,Arthraxon hispidus, small carpetgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112458
573,Arundo donax, giant reed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/1940
574,Asparagus asparagoides, bridal creeper, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/8139
575,Asparagus densiflorus, asparagus fern, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7410
576,Asparagus falcatus, sicklethorn, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/66024954
577,Asparagus setaceus, asparagus fern, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7409
578,Asphodelus tenuifolius, onionweed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7377
579,Avena barbata, slender oat, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8057
580,Avena fatua, wild oat, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8058
581,Avena sterilis, winter wild oat, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8062
582,Axonopus compressus, carpet grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8094
583,Axonopus fissifolius, , Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112632
584,Bambusa tuldoides, punting pole bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8392
585,Bambusa vulgaris, common bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8398
586,Bothriochloa bladhii, Caucasian bluestem, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119799
587,Bothriochloa ischaemum, yellow bluestem, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112759
588,Bothriochloa pertusa, pitted beard grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112761
589,Brachypodium distachyon, purple false brome, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112778
590,Brachypodium sylvaticum, slender false brome, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9890
591,Briza maxima, large quaking grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112795
592,Bromelia pinguin, wild pineapple, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Bromeliales, Bromeliaceae, https://www.cabi.org/isc/datasheet/10010
593,Bromus diandrus, great brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10024
594,Bromus hordeaceus, soft brome, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10026
595,Bromus japonicus, Japanese brome, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10028
596,Bromus madritensis, compact brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10029
597,Bromus rigidus, ripgut brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10032
598,Bromus rubens, red brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10033
599,Bromus secalinus, rye brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10034
600,Bromus sterilis, barren brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10035
601,Bromus tectorum, downy brome, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10036
602,Caladium bicolor, heart of Jesus, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/121808
603,Callisia fragrans, basketplant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/112884
604,Callisia repens, creeping inch-plant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/13501
605,Canna indica, canna lilly, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Cannaceae, https://www.cabi.org/isc/datasheet/14575
606,Carex kobomugi, Asiatic sand sedge, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/112985
607,Cenchrus biflorus, Indian sandbur, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113042
608,Cenchrus ciliaris, Buffel grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/14502
609,Cenchrus echinatus, southern sandbur, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/14501
610,Chamaedorea elegans, parlour palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/14347
611,Cheilocostus speciosus, crepe ginger , No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/110397
612,Chloris barbata, purpletop chloris, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/13113
613,Chloris gayana, Rhodes grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/13115
614,Chrysopogon aciculatus, golden false beardgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/12475
615,Chrysopogon zizanioides, vetiver, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18528934
616,Cocos nucifera, coconut, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/11788
617,Coix lacryma-jobi, Job's-tears, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/15648
618,Colocasia esculenta, taro, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/17221
619,Commelina benghalensis, wandering jew, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/14977
620,Commelina diffusa, spreading dayflower, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/14979
621,Cordyline fruticosa, ti plant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/11866
622,Cortaderia jubata, purple pampas grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113484
623,Cortaderia selloana, pampas grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/11872
624,Crocosmia x crocosmiiflora, montbretia, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Iridaceae, https://www.cabi.org/isc/datasheet/55282
625,Crypsis schoenoides, swamp pricklegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113637
626,Crypsis vaginiflora, African pricklegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120573
627,Cymbopogon citratus, lemongrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17377
628,Cymbopogon nardus, citronella grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120396
629,Cymbopogon schoenanthus, camel grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/85275662
630,Cynodon dactylon, Bermuda grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17463
631,Cynodon nlemfuensis, African Bermuda-grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/86155
632,Cyperus compressus, annual sedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17494
633,Cyperus difformis, small-flowered nutsedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17495
634,Cyperus esculentus, yellow nutsedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17496
635,Cyperus iria, rice flatsedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17501
636,Cyperus meyenianus, Meyen's flatsedge, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/119060
637,Cyperus papyrus, papyrus, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17503
638,Cyperus rotundus, purple nutsedge, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17506
639,Dactylis glomerata, cocksfoot, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17618
640,Dactyloctenium aegyptium, crowfoot grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/19321
641,Danthonia decumbens, heath grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113791
642,Dichanthium annulatum, Kleberg's bluestem, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113873
643,Dichanthium aristatum, angelton bluestem, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/72738166
644,Dieffenbachia seguine, dumb cane, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/18910
645,Digitaria bicornis, Asian crabgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120117
646,Digitaria ciliaris, southern crabgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18912
647,Digitaria eriantha, pangola grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109594
648,Digitaria fuscescens, yellow crab grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120118
649,Digitaria insularis, sourgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109596
650,Digitaria longiflora, false couch grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18915
651,Digitaria sanguinalis, large crabgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18916
